"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lumensyvyys [cm]","Sademäärä [mm]","Ilman keskilämpötila [°C]"
"Rovaniemi Apukka","2022","3","1","02:00","63","0.5","-2.3"
"Rovaniemi Apukka","2022","3","2","02:00","63","0.6","0"
"Rovaniemi Apukka","2022","3","3","02:00","64","-1","-4.7"
"Rovaniemi Apukka","2022","3","4","02:00","63","-1","-14.9"
"Rovaniemi Apukka","2022","3","5","02:00","62","2.2","-6.7"
"Rovaniemi Apukka","2022","3","6","02:00","63","0.4","-4.8"
"Rovaniemi Apukka","2022","3","7","02:00","63","2.8","-7.5"
"Rovaniemi Apukka","2022","3","8","02:00","68","0.1","-7.2"
"Rovaniemi Apukka","2022","3","9","02:00","68","0.1","-6.7"
"Rovaniemi Apukka","2022","3","10","02:00","67","0.7","-2.1"
"Rovaniemi Apukka","2022","3","11","02:00","66","-1","-2.9"
"Rovaniemi Apukka","2022","3","12","02:00","65","-1","-1.3"
"Rovaniemi Apukka","2022","3","13","02:00","65","-1","-5.2"
"Rovaniemi Apukka","2022","3","14","02:00","64","-1","-9.7"
"Rovaniemi Apukka","2022","3","15","02:00","64","-1","-12.5"
"Rovaniemi Apukka","2022","3","16","02:00","64","-1","-4.8"
"Rovaniemi Apukka","2022","3","17","02:00","63","-1","0.6"
"Rovaniemi Apukka","2022","3","18","02:00","64","0.5","0.1"
"Rovaniemi Apukka","2022","3","19","02:00","64","-1","2.7"
"Rovaniemi Apukka","2022","3","20","02:00","58","-1","5.6"
"Rovaniemi Apukka","2022","3","21","02:00","56","-1","3"
"Rovaniemi Apukka","2022","3","22","02:00","55","-1","-0.4"
"Rovaniemi Apukka","2022","3","23","02:00","53","-1","-0.4"
"Rovaniemi Apukka","2022","3","24","02:00","53","1.6","-1.1"
"Rovaniemi Apukka","2022","3","25","02:00","55","1.6","-3.5"
"Rovaniemi Apukka","2022","3","26","02:00","53","-1","-5.4"
"Rovaniemi Apukka","2022","3","27","02:00","53","-1","-7.6"
"Rovaniemi Apukka","2022","3","28","03:00","53","-1","-6.8"
"Rovaniemi Apukka","2022","3","29","03:00","53","-1","-6.1"
"Rovaniemi Apukka","2022","3","30","03:00","53","-1","-3.5"
"Rovaniemi Apukka","2022","3","31","03:00","53","-1","-4.9"
"Rovaniemi Apukka","2022","4","1","03:00","53","-1","-7.1"
"Rovaniemi Apukka","2022","4","2","03:00","53","1","-5.4"
"Rovaniemi Apukka","2022","4","3","03:00","53","-1","-7.8"
"Rovaniemi Apukka","2022","4","4","03:00","54","2.5","-6.6"
"Rovaniemi Apukka","2022","4","5","03:00","56","1.4","-1.8"
"Rovaniemi Apukka","2022","4","6","03:00","60","1.5","-0.3"
"Rovaniemi Apukka","2022","4","7","03:00","58","-1","-2.7"
"Rovaniemi Apukka","2022","4","8","03:00","60","3.5","-1.9"
"Rovaniemi Apukka","2022","4","9","03:00","62","9.8","0.8"
"Rovaniemi Apukka","2022","4","10","03:00","61","-1","0.8"
"Rovaniemi Apukka","2022","4","11","03:00","60","1.7","-0.1"
"Rovaniemi Apukka","2022","4","12","03:00","60","-1","1.6"
"Rovaniemi Apukka","2022","4","13","03:00","58","0.3","2.1"
"Rovaniemi Apukka","2022","4","14","03:00","58","-1","1.3"
"Rovaniemi Apukka","2022","4","15","03:00","56","-1","0.2"
"Rovaniemi Apukka","2022","4","16","03:00","54","-1","0.6"
"Rovaniemi Apukka","2022","4","17","03:00","52","-1","4.6"
"Rovaniemi Apukka","2022","4","18","03:00","47","-1","6.4"
"Rovaniemi Apukka","2022","4","19","03:00","40","-1","6.5"
"Rovaniemi Apukka","2022","4","20","03:00","35","-1","5.6"
"Rovaniemi Apukka","2022","4","21","03:00","29","-1","6.2"
"Rovaniemi Apukka","2022","4","22","03:00","25","-1","4.6"
"Rovaniemi Apukka","2022","4","23","03:00","19","-1","2.3"
"Rovaniemi Apukka","2022","4","24","03:00","13","-1","2.6"
"Rovaniemi Apukka","2022","4","25","03:00","12","0.2","3.1"
"Rovaniemi Apukka","2022","4","26","03:00","11","-1","-1.2"
"Rovaniemi Apukka","2022","4","27","03:00","11","-1","-2.6"
"Rovaniemi Apukka","2022","4","28","03:00","10","-1","-1.1"
"Rovaniemi Apukka","2022","4","29","03:00","10","-1","-1.4"
"Rovaniemi Apukka","2022","4","30","03:00","10","-1","-0.4"
"Rovaniemi Apukka","2022","5","1","03:00","10","0.4","1.2"
"Rovaniemi Apukka","2022","5","2","03:00","9","4.2","2"
"Rovaniemi Apukka","2022","5","3","03:00","10","-1","-0.5"
"Rovaniemi Apukka","2022","5","4","03:00","9","-1","-0.2"
"Rovaniemi Apukka","2022","5","5","03:00","9","-1","1.8"
"Rovaniemi Apukka","2022","5","6","03:00","8","-1","6"
"Rovaniemi Apukka","2022","5","7","03:00","7","-1","6.4"
"Rovaniemi Apukka","2022","5","8","03:00","7","-1","3.2"
"Rovaniemi Apukka","2022","5","9","03:00","7","-1","4.1"
"Rovaniemi Apukka","2022","5","10","03:00","6","5.2","7.8"
"Rovaniemi Apukka","2022","5","11","03:00","4","8","5.5"
"Rovaniemi Apukka","2022","5","12","03:00","5","0.2","6.5"
"Rovaniemi Apukka","2022","5","13","03:00","4","-1","8.1"
"Rovaniemi Apukka","2022","5","14","03:00","3","-1","8.5"
"Rovaniemi Apukka","2022","5","15","03:00","-1","-1","7.1"
"Rovaniemi Apukka","2022","5","16","03:00","-1","2.3","3.8"
"Rovaniemi Apukka","2022","5","17","03:00","-1","-1","2.8"
"Rovaniemi Apukka","2022","5","18","03:00","-1","-1","4.2"
"Rovaniemi Apukka","2022","5","19","03:00","-1","-1","4.8"
"Rovaniemi Apukka","2022","5","20","03:00","-1","-1","8.6"
"Rovaniemi Apukka","2022","5","21","03:00","-1","1.1","10"
"Rovaniemi Apukka","2022","5","22","03:00","-1","0.8","11.8"
"Rovaniemi Apukka","2022","5","23","03:00","-1","-1","9.9"
"Rovaniemi Apukka","2022","5","24","03:00","-1","-1","12.2"
"Rovaniemi Apukka","2022","5","25","03:00","-1","-1","15.5"
"Rovaniemi Apukka","2022","5","26","03:00","-1","0.8","13"
"Rovaniemi Apukka","2022","5","27","03:00","-1","1","7.4"
"Rovaniemi Apukka","2022","5","28","03:00","-1","-1","8"
"Rovaniemi Apukka","2022","5","29","03:00","-1","-1","12.6"
"Rovaniemi Apukka","2022","5","30","03:00","-1","-1","14.6"
"Rovaniemi Apukka","2022","5","31","03:00","-1","0.6","17.1"
"Rovaniemi Apukka","2022","6","1","03:00","-1","0.2","13.1"
"Rovaniemi Apukka","2022","6","2","03:00","-1","3.3","14.8"
"Rovaniemi Apukka","2022","6","3","03:00","-1","6.7","11.9"
"Rovaniemi Apukka","2022","6","4","03:00","-1","3.3","11.7"
"Rovaniemi Apukka","2022","6","5","03:00","-1","-1","11.9"
"Rovaniemi Apukka","2022","6","6","03:00","-1","-1","10.5"
"Rovaniemi Apukka","2022","6","7","03:00","-1","-1","10.8"
"Rovaniemi Apukka","2022","6","8","03:00","-1","-1","13.1"
"Rovaniemi Apukka","2022","6","9","03:00","-1","0.1","12.5"
"Rovaniemi Apukka","2022","6","10","03:00","-1","-1","12.7"
"Rovaniemi Apukka","2022","6","11","03:00","-1","0.1","15.1"
"Rovaniemi Apukka","2022","6","12","03:00","-1","0.5","15.1"
"Rovaniemi Apukka","2022","6","13","03:00","-1","-1","15.4"
"Rovaniemi Apukka","2022","6","14","03:00","-1","3.1","15.4"
"Rovaniemi Apukka","2022","6","15","03:00","-1","2.6","11.9"
"Rovaniemi Apukka","2022","6","16","03:00","-1","3.2","7.8"
"Rovaniemi Apukka","2022","6","17","03:00","-1","-1","9.5"
"Rovaniemi Apukka","2022","6","18","03:00","-1","-1","11.9"
"Rovaniemi Apukka","2022","6","19","03:00","-1","-1","12.5"
"Rovaniemi Apukka","2022","6","20","03:00","-1","-1","11.3"
"Rovaniemi Apukka","2022","6","21","03:00","-1","0.8","14.3"
"Rovaniemi Apukka","2022","6","22","03:00","-1","-1","12.2"
"Rovaniemi Apukka","2022","6","23","03:00","-1","0.1","13.7"
"Rovaniemi Apukka","2022","6","24","03:00","-1","-1","17.1"
"Rovaniemi Apukka","2022","6","25","03:00","-1","-1","20.8"
"Rovaniemi Apukka","2022","6","26","03:00","-1","-1","22.2"
"Rovaniemi Apukka","2022","6","27","03:00","-1","-1","21.8"
"Rovaniemi Apukka","2022","6","28","03:00","-1","0.3","20.9"
"Rovaniemi Apukka","2022","6","29","03:00","-1","-1","22.5"
"Rovaniemi Apukka","2022","6","30","03:00","-1","-1","23.6"
"Rovaniemi Apukka","2022","7","1","03:00","-1","-1","24.7"
"Rovaniemi Apukka","2022","7","2","03:00","-1","0.1","22.6"
"Rovaniemi Apukka","2022","7","3","03:00","-1","0.2","20.7"
"Rovaniemi Apukka","2022","7","4","03:00","-1","-1","19.3"
"Rovaniemi Apukka","2022","7","5","03:00","-1","2","17.4"
"Rovaniemi Apukka","2022","7","6","03:00","-1","-1","15.7"
"Rovaniemi Apukka","2022","7","7","03:00","-1","4.3","13.7"
"Rovaniemi Apukka","2022","7","8","03:00","-1","0.3","14.1"
"Rovaniemi Apukka","2022","7","9","03:00","-1","1.7","14.6"
"Rovaniemi Apukka","2022","7","10","03:00","-1","0.6","14.8"
"Rovaniemi Apukka","2022","7","11","03:00","-1","2.4","16.3"
"Rovaniemi Apukka","2022","7","12","03:00","-1","0.5","19.5"
"Rovaniemi Apukka","2022","7","13","03:00","-1","4.7","18.1"
"Rovaniemi Apukka","2022","7","14","03:00","-1","-1","18.8"
"Rovaniemi Apukka","2022","7","15","03:00","-1","9.5","16.4"
"Rovaniemi Apukka","2022","7","16","03:00","-1","0.6","15.8"
"Rovaniemi Apukka","2022","7","17","03:00","-1","15.8","13.9"
"Rovaniemi Apukka","2022","7","18","03:00","-1","0.5","14"
"Rovaniemi Apukka","2022","7","19","03:00","-1","0.7","15"
"Rovaniemi Apukka","2022","7","20","03:00","-1","-1","17.3"
"Rovaniemi Apukka","2022","7","21","03:00","-1","0.1","18.5"
"Rovaniemi Apukka","2022","7","22","03:00","-1","-1","18.5"
"Rovaniemi Apukka","2022","7","23","03:00","-1","-1","15.3"
"Rovaniemi Apukka","2022","7","24","03:00","-1","-1","14.9"
"Rovaniemi Apukka","2022","7","25","03:00","-1","9.9","16.1"
"Rovaniemi Apukka","2022","7","26","03:00","-1","10.9","16.8"
"Rovaniemi Apukka","2022","7","27","03:00","-1","12.2","16.3"
"Rovaniemi Apukka","2022","7","28","03:00","-1","0.1","12.5"
"Rovaniemi Apukka","2022","7","29","03:00","-1","-1","12.7"
"Rovaniemi Apukka","2022","7","30","03:00","-1","-1","11.4"
"Rovaniemi Apukka","2022","7","31","03:00","-1","-1","12.6"
"Rovaniemi Apukka","2022","8","1","03:00","-1","3.6","16.1"
"Rovaniemi Apukka","2022","8","2","03:00","-1","2.6","14.8"
"Rovaniemi Apukka","2022","8","3","03:00","-1","4.7","14.3"
"Rovaniemi Apukka","2022","8","4","03:00","-1","0.6","16.4"
"Rovaniemi Apukka","2022","8","5","03:00","-1","7.6","16.9"
"Rovaniemi Apukka","2022","8","6","03:00","-1","4.1","14.7"
"Rovaniemi Apukka","2022","8","7","03:00","-1","1.8","12.3"
"Rovaniemi Apukka","2022","8","8","03:00","-1","0.5","11.8"
"Rovaniemi Apukka","2022","8","9","03:00","-1","0.5","14.3"
"Rovaniemi Apukka","2022","8","10","03:00","-1","2.4","16.1"
"Rovaniemi Apukka","2022","8","11","03:00","-1","-1","16.6"
"Rovaniemi Apukka","2022","8","12","03:00","-1","-1","12.8"
"Rovaniemi Apukka","2022","8","13","03:00","-1","-1","11.9"
"Rovaniemi Apukka","2022","8","14","03:00","-1","-1","14.1"
"Rovaniemi Apukka","2022","8","15","03:00","-1","-1","14.8"
"Rovaniemi Apukka","2022","8","16","03:00","-1","8.9","19.4"
"Rovaniemi Apukka","2022","8","17","03:00","-1","21.5","21.2"
"Rovaniemi Apukka","2022","8","18","03:00","-1","-1","13.6"
"Rovaniemi Apukka","2022","8","19","03:00","-1","4","17.3"
"Rovaniemi Apukka","2022","8","20","03:00","-1","-1","21.3"
"Rovaniemi Apukka","2022","8","21","03:00","-1","0.7","21.1"
"Rovaniemi Apukka","2022","8","22","03:00","-1","0.8","16.5"
"Rovaniemi Apukka","2022","8","23","03:00","-1","-1","12.3"
"Rovaniemi Apukka","2022","8","24","03:00","-1","-1","10.3"
"Rovaniemi Apukka","2022","8","25","03:00","-1","-1","12.9"
"Rovaniemi Apukka","2022","8","26","03:00","-1","-1","15.6"
"Rovaniemi Apukka","2022","8","27","03:00","-1","0.4","13.2"
"Rovaniemi Apukka","2022","8","28","03:00","-1","-1","12"
"Rovaniemi Apukka","2022","8","29","03:00","-1","-1","9.9"
"Rovaniemi Apukka","2022","8","30","03:00","-1","-1","6.4"
"Rovaniemi Apukka","2022","8","31","03:00","-1","-1","7.2"
"Rovaniemi Apukka","2022","9","1","03:00","-1","-1","7.3"
"Rovaniemi Apukka","2022","9","2","03:00","-1","0.5","7"
"Rovaniemi Apukka","2022","9","3","03:00","-1","0.1","7.9"
"Rovaniemi Apukka","2022","9","4","03:00","-1","-1","7.6"
"Rovaniemi Apukka","2022","9","5","03:00","-1","-1","9.6"
"Rovaniemi Apukka","2022","9","6","03:00","-1","0.2","7.8"
"Rovaniemi Apukka","2022","9","7","03:00","-1","-1","5.1"
"Rovaniemi Apukka","2022","9","8","03:00","-1","-1","5.4"
"Rovaniemi Apukka","2022","9","9","03:00","-1","-1","7"
"Rovaniemi Apukka","2022","9","10","03:00","-1","-1","9.3"
"Rovaniemi Apukka","2022","9","11","03:00","-1","-1","10.1"
"Rovaniemi Apukka","2022","9","12","03:00","-1","-1","10.1"
"Rovaniemi Apukka","2022","9","13","03:00","-1","1.5","9.8"
"Rovaniemi Apukka","2022","9","14","03:00","-1","5.5","10.1"
"Rovaniemi Apukka","2022","9","15","03:00","-1","4.5","9.7"
"Rovaniemi Apukka","2022","9","16","03:00","-1","0.3","10.8"
"Rovaniemi Apukka","2022","9","17","03:00","-1","6","9.4"
"Rovaniemi Apukka","2022","9","18","03:00","-1","0.4","9.3"
"Rovaniemi Apukka","2022","9","19","03:00","-1","-1","8.7"
"Rovaniemi Apukka","2022","9","20","03:00","-1","-1","5.2"
"Rovaniemi Apukka","2022","9","21","03:00","-1","-1","3.6"
"Rovaniemi Apukka","2022","9","22","03:00","-1","-1","9.7"
"Rovaniemi Apukka","2022","9","23","03:00","-1","-1","8.2"
"Rovaniemi Apukka","2022","9","24","03:00","-1","-1","7.5"
"Rovaniemi Apukka","2022","9","25","03:00","-1","-1","4.6"
"Rovaniemi Apukka","2022","9","26","03:00","-1","-1","5.9"
"Rovaniemi Apukka","2022","9","27","03:00","-1","0.3","6.3"
"Rovaniemi Apukka","2022","9","28","03:00","-1","-1","7.2"
"Rovaniemi Apukka","2022","9","29","03:00","-1","-1","5.4"
"Rovaniemi Apukka","2022","9","30","03:00","-1","0.1","1.8"
"Rovaniemi Apukka","2022","10","1","03:00","-1","0.4","3.1"
"Rovaniemi Apukka","2022","10","2","03:00","-1","3.3","5.7"
"Rovaniemi Apukka","2022","10","3","03:00","-1","-1","7"
"Rovaniemi Apukka","2022","10","4","03:00","-1","-1","5.5"
"Rovaniemi Apukka","2022","10","5","03:00","-1","5.9","5"
"Rovaniemi Apukka","2022","10","6","03:00","-1","3.7","8.6"
"Rovaniemi Apukka","2022","10","7","03:00","-1","1.3","6.7"
"Rovaniemi Apukka","2022","10","8","03:00","-1","0.1","7.4"
"Rovaniemi Apukka","2022","10","9","03:00","-1","-1","3.8"
"Rovaniemi Apukka","2022","10","10","03:00","-1","0.1","4.8"
"Rovaniemi Apukka","2022","10","11","03:00","-1","8.3","7.6"
"Rovaniemi Apukka","2022","10","12","03:00","-1","-1","3.1"
"Rovaniemi Apukka","2022","10","13","03:00","-1","0.7","2.9"
"Rovaniemi Apukka","2022","10","14","03:00","-1","2.1","5.2"
"Rovaniemi Apukka","2022","10","15","03:00","-1","3.9","7.1"
"Rovaniemi Apukka","2022","10","16","03:00","-1","6.9","8.7"
"Rovaniemi Apukka","2022","10","17","03:00","-1","-1","4.1"
"Rovaniemi Apukka","2022","10","18","03:00","-1","-1","0.3"
"Rovaniemi Apukka","2022","10","19","03:00","-1","-1","-0.6"
"Rovaniemi Apukka","2022","10","20","03:00","-1","-1","0.5"
"Rovaniemi Apukka","2022","10","21","03:00","-1","0.1","-1.3"
"Rovaniemi Apukka","2022","10","22","03:00","-1","0.1","2.3"
"Rovaniemi Apukka","2022","10","23","03:00","-1","-1","1.2"
"Rovaniemi Apukka","2022","10","24","03:00","-1","-1","-3.5"
"Rovaniemi Apukka","2022","10","25","03:00","-1","0.1","-5.2"
"Rovaniemi Apukka","2022","10","26","03:00","-1","5.6","-1.2"
"Rovaniemi Apukka","2022","10","27","03:00","6","1.1","-2.4"
"Rovaniemi Apukka","2022","10","28","03:00","6","1.5","1.5"
"Rovaniemi Apukka","2022","10","29","03:00","-1","16.6","3.1"
"Rovaniemi Apukka","2022","10","30","03:00","-1","-1","-2.6"
"Rovaniemi Apukka","2022","10","31","02:00","-1","0.5","-2.4"
"Rovaniemi Apukka","2022","11","1","02:00","-1","-1","-0.8"
"Rovaniemi Apukka","2022","11","2","02:00","-1","-1","-2.8"
"Rovaniemi Apukka","2022","11","3","02:00","-1","0.1","0.5"
"Rovaniemi Apukka","2022","11","4","02:00","-1","0.5","4.5"
"Rovaniemi Apukka","2022","11","5","02:00","-1","0.5","3.9"
"Rovaniemi Apukka","2022","11","6","02:00","-1","1.5","-0.9"
"Rovaniemi Apukka","2022","11","7","02:00","4","0.3","-1.6"
"Rovaniemi Apukka","2022","11","8","02:00","3","0.4","-3.7"
"Rovaniemi Apukka","2022","11","9","02:00","3","2.2","-2.8"
"Rovaniemi Apukka","2022","11","10","02:00","6","2.1","-1.1"
"Rovaniemi Apukka","2022","11","11","02:00","6","7.6","0.9"
"Rovaniemi Apukka","2022","11","12","02:00","2","0.5","2.9"
"Rovaniemi Apukka","2022","11","13","02:00","-1","1.2","-0.2"
"Rovaniemi Apukka","2022","11","14","02:00","2","-1","-0.8"
"Rovaniemi Apukka","2022","11","15","02:00","-1","-1","-4.4"
"Rovaniemi Apukka","2022","11","16","02:00","2","-1","-10.1"
"Rovaniemi Apukka","2022","11","17","02:00","3","0.3","-11"
"Rovaniemi Apukka","2022","11","18","02:00","5","0.1","-9"
"Rovaniemi Apukka","2022","11","19","02:00","4","-1","-5.1"
"Rovaniemi Apukka","2022","11","20","02:00","5","-1","-12"
"Rovaniemi Apukka","2022","11","21","02:00","6","0.1","-15.9"
"Rovaniemi Apukka","2022","11","22","02:00","6","-1","-16.8"
"Rovaniemi Apukka","2022","11","23","02:00","7","-1","-7.1"
"Rovaniemi Apukka","2022","11","24","02:00","8","0.1","-4.5"
"Rovaniemi Apukka","2022","11","25","02:00","7","0.2","-8.4"
"Rovaniemi Apukka","2022","11","26","02:00","8","0.1","-5.3"
"Rovaniemi Apukka","2022","11","27","02:00","8","0.5","-4.1"
"Rovaniemi Apukka","2022","11","28","02:00","10","-1","-3.6"
"Rovaniemi Apukka","2022","11","29","02:00","10","0.1","-2.7"
"Rovaniemi Apukka","2022","11","30","02:00","10","3.2","-2.3"
"Rovaniemi Apukka","2022","12","1","02:00","13","6.1","-3.1"
"Rovaniemi Apukka","2022","12","2","02:00","19","0.1","-3.5"
"Rovaniemi Apukka","2022","12","3","02:00","19","0.1","-4.4"
"Rovaniemi Apukka","2022","12","4","02:00","18","0.5","-5.5"
"Rovaniemi Apukka","2022","12","5","02:00","19","5.2","-3.6"
"Rovaniemi Apukka","2022","12","6","02:00","24","0.6","-2.3"
"Rovaniemi Apukka","2022","12","7","02:00","24","0.2","-5.1"
"Rovaniemi Apukka","2022","12","8","02:00","22","0.8","-5.9"
"Rovaniemi Apukka","2022","12","9","02:00","24","0.1","-5.7"
"Rovaniemi Apukka","2022","12","10","02:00","24","-1","-6.8"
"Rovaniemi Apukka","2022","12","11","02:00","23","-1","-11.2"
"Rovaniemi Apukka","2022","12","12","02:00","22","-1","-21.7"
"Rovaniemi Apukka","2022","12","13","02:00","22","3.5","-17.9"
"Rovaniemi Apukka","2022","12","14","02:00","34","0.1","-15.8"
"Rovaniemi Apukka","2022","12","15","02:00","30","1.1","-14.7"
"Rovaniemi Apukka","2022","12","16","02:00","32","-1","-21.2"
"Rovaniemi Apukka","2022","12","17","02:00","30","1.4","-7.9"
"Rovaniemi Apukka","2022","12","18","02:00","29","1.1","-4.5"
"Rovaniemi Apukka","2022","12","19","02:00","29","-1","-8.2"
"Rovaniemi Apukka","2022","12","20","02:00","28","3.4","-8.9"
"Rovaniemi Apukka","2022","12","21","02:00","34","0.1","-5.8"
"Rovaniemi Apukka","2022","12","22","02:00","33","7.4","-5.8"
"Rovaniemi Apukka","2022","12","23","02:00","39","-1","-14.1"
"Rovaniemi Apukka","2022","12","24","02:00","39","-1","-18.5"
"Rovaniemi Apukka","2022","12","25","02:00","36","1","-21.8"
"Rovaniemi Apukka","2022","12","26","02:00","38","0.9","-7.9"
"Rovaniemi Apukka","2022","12","27","02:00","37","0.9","-7.8"
"Rovaniemi Apukka","2022","12","28","02:00","38","0.4","-8.4"
"Rovaniemi Apukka","2022","12","29","02:00","37","-1","-8.3"
"Rovaniemi Apukka","2022","12","30","02:00","36","2.4","-5"
"Rovaniemi Apukka","2022","12","31","02:00","37","6.8","-1.6"
"Rovaniemi Apukka","2023","1","1","02:00","42","1.7","-1"
"Rovaniemi Apukka","2023","1","2","02:00","41","-1","-15.2"
"Rovaniemi Apukka","2023","1","3","02:00","41","1","-14.3"
"Rovaniemi Apukka","2023","1","4","02:00","42","-1","-11.2"
"Rovaniemi Apukka","2023","1","5","02:00","41","-1","-8.5"
"Rovaniemi Apukka","2023","1","6","02:00","40","-1","-14.1"
"Rovaniemi Apukka","2023","1","7","02:00","39","-1","-17.9"
"Rovaniemi Apukka","2023","1","8","02:00","40","2.8","-10.9"
"Rovaniemi Apukka","2023","1","9","02:00","48","2.1","-8.7"
"Rovaniemi Apukka","2023","1","10","02:00","46","0.8","-8.2"
"Rovaniemi Apukka","2023","1","11","02:00","46","2.9","-7.5"
"Rovaniemi Apukka","2023","1","12","02:00","48","2.1","1"
"Rovaniemi Apukka","2023","1","13","02:00","43","1","0.2"
"Rovaniemi Apukka","2023","1","14","02:00","42","0.2","-1.2"
"Rovaniemi Apukka","2023","1","15","02:00","42","6","-2.1"
"Rovaniemi Apukka","2023","1","16","02:00","47","2.1","0.6"
"Rovaniemi Apukka","2023","1","17","02:00","46","-1","-2.3"
"Rovaniemi Apukka","2023","1","18","02:00","46","3.6","-2.5"
"Rovaniemi Apukka","2023","1","19","02:00","50","-1","-1.8"
"Rovaniemi Apukka","2023","1","20","02:00","49","0.8","-2"
"Rovaniemi Apukka","2023","1","21","02:00","50","0.1","-6"
"Rovaniemi Apukka","2023","1","22","02:00","49","-1","-2.7"
"Rovaniemi Apukka","2023","1","23","02:00","50","-1","-2.5"
"Rovaniemi Apukka","2023","1","24","02:00","50","2.8","-5.4"
"Rovaniemi Apukka","2023","1","25","02:00","51","1.4","0.4"
"Rovaniemi Apukka","2023","1","26","02:00","48","-1","-8.7"
"Rovaniemi Apukka","2023","1","27","02:00","48","3.1","-11.2"
"Rovaniemi Apukka","2023","1","28","02:00","51","2.1","-1.4"
"Rovaniemi Apukka","2023","1","29","02:00","52","2.2","-8.5"
"Rovaniemi Apukka","2023","1","30","02:00","57","0.5","-3.9"
"Rovaniemi Apukka","2023","1","31","02:00","57","0.1","-6"
"Rovaniemi Apukka","2023","2","1","02:00","57","1","-7.5"
"Rovaniemi Apukka","2023","2","2","02:00","58","-1","-6.7"
"Rovaniemi Apukka","2023","2","3","02:00","57","-1","-18.8"
"Rovaniemi Apukka","2023","2","4","02:00","57","-1","-23.7"
"Rovaniemi Apukka","2023","2","5","02:00","56","0.8","-10.6"
"Rovaniemi Apukka","2023","2","6","02:00","57","0.7","-12"
"Rovaniemi Apukka","2023","2","7","02:00","56","0.2","0.5"
"Rovaniemi Apukka","2023","2","8","02:00","56","1.1","-2"
"Rovaniemi Apukka","2023","2","9","02:00","57","0.2","1"
"Rovaniemi Apukka","2023","2","10","02:00","56","-1","-4.7"
"Rovaniemi Apukka","2023","2","11","02:00","55","-1","-13.8"
"Rovaniemi Apukka","2023","2","12","02:00","55","0.4","-5.3"
"Rovaniemi Apukka","2023","2","13","02:00","56","-1","0.8"
"Rovaniemi Apukka","2023","2","14","02:00","55","0.3","-4.4"
"Rovaniemi Apukka","2023","2","15","02:00","55","0.1","-7"
"Rovaniemi Apukka","2023","2","16","02:00","55","1.3","-1.6"
"Rovaniemi Apukka","2023","2","17","02:00","58","1.1","-0.8"
"Rovaniemi Apukka","2023","2","18","02:00","60","4.2","-2.2"
"Rovaniemi Apukka","2023","2","19","02:00","64","1.9","-5.6"
"Rovaniemi Apukka","2023","2","20","02:00","68","1","-8.9"
"Rovaniemi Apukka","2023","2","21","02:00","68","-1","-15.9"
"Rovaniemi Apukka","2023","2","22","02:00","67","0.3","-24.3"
"Rovaniemi Apukka","2023","2","23","02:00","67","5.6","-10"
"Rovaniemi Apukka","2023","2","24","02:00","71","-1","-8.8"
"Rovaniemi Apukka","2023","2","25","02:00","69","-1","-13.2"
"Rovaniemi Apukka","2023","2","26","02:00","68","-1","-11.3"
"Rovaniemi Apukka","2023","2","27","02:00","68","0.1","-5.1"
"Rovaniemi Apukka","2023","2","28","02:00","60","-1","-3.7"
"Rovaniemi Apukka","2023","3","1","02:00","59","0.4","-2.4"
"Rovaniemi Apukka","2023","3","2","02:00","59","-1","-1.8"
"Rovaniemi Apukka","2023","3","3","02:00","59","0.2","-5.5"
"Rovaniemi Apukka","2023","3","4","02:00","59","0.7","-3.6"
"Rovaniemi Apukka","2023","3","5","02:00","61","1.9","-5.2"
"Rovaniemi Apukka","2023","3","6","02:00","66","-1","-14.2"
"Rovaniemi Apukka","2023","3","7","02:00","65","-1","-18.1"
"Rovaniemi Apukka","2023","3","8","02:00","65","-1","-23.5"
"Rovaniemi Apukka","2023","3","9","02:00","64","-1","-17.6"
"Rovaniemi Apukka","2023","3","10","02:00","64","0.5","-13.2"
"Rovaniemi Apukka","2023","3","11","02:00","64","1.5","-6.8"
"Rovaniemi Apukka","2023","3","12","02:00","66","-1","-10.2"
"Rovaniemi Apukka","2023","3","13","02:00","66","0.9","-13.7"
"Rovaniemi Apukka","2023","3","14","02:00","66","0.8","-5.8"
"Rovaniemi Apukka","2023","3","15","02:00","66","0.3","-8.2"
"Rovaniemi Apukka","2023","3","16","02:00","68","-1","-10.6"
"Rovaniemi Apukka","2023","3","17","02:00","66","0.3","-10"
"Rovaniemi Apukka","2023","3","18","02:00","68","5.6","-2.2"
"Rovaniemi Apukka","2023","3","19","02:00","76","1.7","-6.7"
"Rovaniemi Apukka","2023","3","20","02:00","76","1.3","-5.1"
"Rovaniemi Apukka","2023","3","21","02:00","77","-1","-10.9"
"Rovaniemi Apukka","2023","3","22","02:00","75","-1","-10.6"
"Rovaniemi Apukka","2023","3","23","02:00","75","-1","-9.6"
"Rovaniemi Apukka","2023","3","24","02:00","74","-1","-14.7"
"Rovaniemi Apukka","2023","3","25","02:00","73","-1","-13.4"
"Rovaniemi Apukka","2023","3","26","02:00","72","-1","-15.9"
"Rovaniemi Apukka","2023","3","27","03:00","72","-1","-15.4"
"Rovaniemi Apukka","2023","3","28","03:00","72","1.9","-11.1"
"Rovaniemi Apukka","2023","3","29","03:00","73","0.6","-5.6"
"Rovaniemi Apukka","2023","3","30","03:00","72","3","-7.5"
